	drawz	drawp	pi2	omegacor21	tau1	tau2	num_variants	p1_code	p2_code	p1	p2	p1_category	p2_category	p1_num_cases	p2_num_cases	num_loci	omegacor21_se	attenuation
HC139_HC310	7.06376412909	8.10258642133e-13	0.0791901263292	0.410874028868	0.000543153055095	0.00653155436615	302060	HC139	HC310	breast_cysts	hiatus_hernia	HC	HC	1398.0	41260.0	23920	0.0581664423329	12.0252556897
HC193_HC440	5.76009166569	4.20341342589e-09	0.010719656816	0.410062034817	0.00998474103084	0.0289355156342	305982	HC193	HC440	heart_arrhythmia	atrial_flutter	HC	HC	1884.0	12186.0	3280	0.0711901925554	2.89797357236
HC401_HC95	6.519281785	3.53224153922e-11	0.0728355740594	0.409901665164	0.0121449325195	0.0132401188335	313766	HC401	HC95	varicose_veins	inflammatory_bowel_disease	HC	HC	10153.0	3783.0	22853	0.0628752796216	1.09017640174
HC85_HC95	5.88404862373	2.00175068915e-09	0.0114360741348	0.40987994401	0.0295004091458	0.0342691064307	313068	HC85	HC95	enlarged_prostate	inflammatory_bowel_disease	HC	HC	5078.0	3783.0	3580	0.069659510011	1.16164851346
HC295_HC61	3.9669778481	3.63948774852e-05	0.186280163788	0.408007678239	0.00483031051707	0.00268152802525	321422	HC295	HC61	carpal_tunnel_syndrome	haemorrhoids_/_piles	HC	HC	8152.0	19958.0	59875	0.102851009978	0.555146095841
HC201_HC6	3.1414223961	0.000840646792586	0.00301118204186	0.40790868565	0.0740807642558	0.0394003731976	307917	HC201	HC6	ulcerative_colitis	eye/eyelid_problem	HC	HC	3147.0	2698.0	927	0.129848404391	0.531857002198
HC28_HC55	7.88768232211	1.53925102867e-15	0.00260561011756	0.407823441128	0.042716139279	0.205572781943	305664	HC28	HC55	bronchiectasis	hyperthyroidism/thyrotoxicosis	HC	HC	1939.0	3647.0	796	0.0517038370048	4.81253187701
FH1220_HC136	8.17319150864	1.50168335164e-16	0.0559280273023	0.407326676571	0.00844981366304	0.0210772038396	309303	FH1220	HC136	diabetes	connective_tissue_disorder	FH	HC	79177.0	2515.0	17299	0.0498369181905	2.49439865542
HC110_HC132	7.25367670123	2.02803811856e-13	0.149806165609	0.406879269883	0.00246080942873	0.00660325587601	318227	HC110	HC132	stroke	angina	HC	HC	5783.0	18473.0	47672	0.0560928321791	2.68336743143
HC259_HC78	5.18124094947	1.1020727288e-07	0.114900766282	0.404862168757	0.00458095533595	0.00647644292303	303845	HC259	HC78	aortic_stenosis	arthritis_(nos)	HC	HC	1593.0	15332.0	34912	0.0781400001863	1.41377560969
HC169_HC442	3.84812480016	5.95127088033e-05	0.143208170996	0.403259687607	0.00616605070923	0.00647112295302	298796	HC169	HC442	pernicious_anaemia	chronic_obstructive_airways_disease/copd	HC	HC	1048.0	7287.0	42790	0.104793817391	1.04947611659
HC221_HC55	10.7866864937	1.98938649513e-27	0.006113027072	0.403155668524	0.0377201502302	0.135515553793	313521	HC221	HC55	diabetes	hyperthyroidism/thyrotoxicosis	HC	HC	20440.0	3647.0	1917	0.0373753023006	3.59265678864
HC240_HC243	6.76178621499	6.81503646644e-12	0.0251566660767	0.402792763634	0.000941693391448	0.0186616285809	303070	HC240	HC243	fracture_finger	inguinal_hernia	HC	HC	1498.0	14042.0	7624	0.0595689882565	19.8170962549
HC131_HC440	6.30370686687	1.453049436e-10	0.0105340525973	0.400512613765	0.00409132849379	0.0290990364537	310036	HC131	HC440	svt_/_supraventricular_tachycardia	atrial_flutter	HC	HC	2653.0	12186.0	3266	0.0635360466823	7.11236863475
FH1044_HC243	8.22798793565	9.51921259016e-17	0.021391224774	0.399000810725	0.00822573644804	0.0193898655927	325492	FH1044	HC243	prostate_cancer	inguinal_hernia	FH	HC	34359.0	14042.0	6963	0.0484931205351	2.35721940706
HC374_HC85	4.85022098594	6.16619993408e-07	0.0176381231574	0.398840008008	0.0161718515	0.0256468198257	310298	HC374	HC85	kidney_stone/ureter_stone/bladder_stone	enlarged_prostate	HC	HC	2812.0	5078.0	5473	0.0822313064012	1.58589261259
FH1001_HC376	6.00620652607	9.49571266542e-10	0.241449556738	0.397255857439	0.00149023314156	0.00296579551694	330903	FH1001	HC376	lung_cancer	osteoarthritis	FH	HC	123832.0	29946.0	79896	0.0661408920447	1.9901553886
HC443_HC86	3.18297145436	0.000728859924273	0.160891867972	0.397185675456	0.00182508750213	0.00406323025473	311167	HC443	HC86	headaches_(not_migraine)	migraine	HC	HC	2974.0	12180.0	50064	0.124784554669	2.22632079283
HC22_HC96	5.85315854459	2.41161963963e-09	0.0101754348407	0.396023648642	0.0205192511298	0.0657881168608	302248	HC22	HC96	osteoporosis	polymyalgia_rheumatica	HC	HC	9135.0	1421.0	3076	0.0676598191601	3.20616558785
HC261_HC86	4.05510174645	2.50562424615e-05	0.0117451000232	0.39497881145	0.0270231870064	0.0132909152464	322609	HC261	HC86	eczema/dermatitis	migraine	HC	HC	11643.0	12180.0	3789	0.0974029349067	0.491833744231
INI30140_INI30150	33.5755852123	1.90586121674e-247	0.100347379824	0.393862118523	0.00716023838332	0.00814775085066	347097	INI30140	INI30150	neutrophill_count	eosinophill_count	INI	INI	327479.0	327479.0	34830	0.0117306106813	1.13791614391
HC144_HC25	5.07848623017	1.90227000166e-07	0.0703881793873	0.393831278097	0.00794734761781	0.00718546758515	309157	HC144	HC25	chickenpox	cataract	HC	HC	2458.0	19448.0	21761	0.0775489506611	0.904134049585
HC131_HC281	6.07368480762	6.25039904132e-10	0.0101427690105	0.392891188093	0.0110564927621	0.0293800541801	310036	HC131	HC281	svt_/_supraventricular_tachycardia	atrial_fibrillation	HC	HC	2653.0	12665.0	3145	0.0646874509524	2.65726707485
HC4_HC85	4.05344444368	2.52344947808e-05	0.0129168856884	0.391400914231	0.00355705783219	0.0305202618674	298973	HC4	HC85	nephritis	enlarged_prostate	HC	HC	1061.0	5078.0	3862	0.0965600786366	8.58019838508
FH1263_HC326	3.22713071742	0.000625191618846	0.00058680793052	0.390799017807	0.0974515691424	0.0625048372572	324622	FH1263	HC326	alzheimer's_disease/dementia	heart_attack/myocardial_infarction	FH	HC	51794.0	12138.0	190	0.121097982086	0.6413938514
HC219_HC221	12.9472746205	1.21722130537e-38	0.025402752838	0.389002830038	0.0433223843664	0.0209055144432	326533	HC219	HC221	hypothyroidism/myxoedema	diabetes	HC	HC	19920.0	20440.0	8295	0.0300451516972	0.482556875596
HC34_HC442	3.43256095851	0.000298954727203	0.210510354742	0.388527850618	0.00116951496812	0.00472221131932	304226	HC34	HC442	pleurisy	chronic_obstructive_airways_disease/copd	HC	HC	1627.0	7287.0	64043	0.113188915015	4.03775192968
HC52_HC86	3.25022724994	0.000576564111579	0.145404441086	0.387962222083	0.00421855976734	0.00449146887963	300637	HC52	HC86	aortic_dissection	migraine	HC	HC	1186.0	12180.0	43714	0.119364645069	1.06469248448
HC169_HC376	4.69817252588	1.31249827321e-06	0.246910123728	0.38778637695	0.00330865567977	0.00288591990949	298802	HC169	HC376	pernicious_anaemia	osteoarthritis	HC	HC	1048.0	29946.0	73777	0.0825398332679	0.872233374762
HC169_HC22	4.37952820448	5.94682639813e-06	0.0786093547853	0.387666814218	0.0103001503835	0.00865398810396	298799	HC169	HC22	pernicious_anaemia	osteoporosis	HC	HC	1048.0	9135.0	23488	0.0885179398596	0.840180752874
HC179_HC442	4.77103122941	9.16425587432e-07	0.0690443284888	0.387621588305	0.00613382053114	0.0101802415356	318539	HC179	HC442	iron_deficiency_anaemia	chronic_obstructive_airways_disease/copd	HC	HC	7811.0	7287.0	21993	0.081244823114	1.65969015297
HC243_HC322	4.5605222379	2.55132789759e-06	0.0232659849452	0.386555174649	0.0183487304405	0.0241814161135	304581	HC243	HC322	inguinal_hernia	crohns_disease	HC	HC	14042.0	1652.0	7086	0.0847611642887	1.31787952261
INI30000_INI30090	34.8053975898	1.00769360098e-265	0.107765172906	0.386008166033	0.00831461919013	0.00775985474651	345650	INI30000	INI30090	white_blood_cell_(leukocyte)_count	platelet_crit	INI	INI	328029.0	327881.0	37249	0.0110904685124	0.933278430325
HC362_HC78	5.16849825579	1.17991245227e-07	0.12586000375	0.383826668424	0.00266214467113	0.00591744625582	321071	HC362	HC78	respiratory_infection	arthritis_(nos)	HC	HC	8173.0	15332.0	40410	0.0742627063856	2.22281167511
HC382_HC430	11.3810236463	2.5992957243e-30	0.0138334862223	0.382728388038	0.0315806821673	0.0538738709993	318006	HC382	HC430	asthma	rheumatoid_arthritis	HC	HC	43626.0	5587.0	4399	0.0336286436029	1.70591220018
HC156_HC221	12.2751347967	6.1593236127e-35	0.0716069961407	0.381386733689	0.0111641930013	0.0143205826899	316055	HC156	HC221	nasal_polyps	diabetes	HC	HC	4608.0	20440.0	22632	0.0310698611465	1.28272439291
HC243_HC95	6.38854799255	8.37341337822e-11	0.0227785557501	0.381371807299	0.0180943831229	0.024477172498	313915	HC243	HC95	inguinal_hernia	inflammatory_bowel_disease	HC	HC	14042.0	3783.0	7151	0.0596961637831	1.35274976393
HC15_HC179	3.24047874359	0.000596645843305	0.0113129489018	0.380296714955	0.00100568786677	0.0188099450032	316256	HC15	HC179	sciatica	iron_deficiency_anaemia	HC	HC	5152.0	7811.0	3578	0.117358188418	18.7035616365
HC261_HC430	7.59423814059	1.54804278778e-14	0.00394687319053	0.380136778477	0.0446957792974	0.102973804776	317671	HC261	HC430	eczema/dermatitis	rheumatoid_arthritis	HC	HC	11643.0	5587.0	1254	0.0500559465531	2.30388207555
HC176_HC295	4.3443391693	6.98477718218e-06	0.136681996116	0.379811758013	0.0042150872099	0.00658284640461	317511	HC176	HC295	prolapsed_disc/slipped_disc	carpal_tunnel_syndrome	HC	HC	5942.0	8152.0	43398	0.087426819871	1.56173433118
HC322_HC41	3.51719068901	0.000218070167814	0.150881275394	0.379543203085	0.00565034889762	0.00346848602989	304584	HC322	HC41	crohns_disease	depression	HC	HC	1652.0	20461.0	45956	0.10791089726	0.613853426175
HC164_HC203	3.50116641822	0.000231613241245	0.144527934313	0.37826285845	0.00400365029337	0.00529050856805	316835	HC164	HC203	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	pulmonary_embolism_+/-_dvt	HC	HC	30231.0	4968.0	45792	0.108039097051	1.32142124821
HC184_HC86	3.11011141598	0.000935083932577	0.161185678114	0.378000389099	0.0036484712734	0.00412927287574	299553	HC184	HC86	aortic_aneurysm_rupture	migraine	HC	HC	1085.0	12180.0	48284	0.121539179322	1.1317816604
HC179_HC382	14.4757109007	8.62663212006e-48	0.0333458352208	0.377654190373	0.00828017639783	0.0213312777295	321093	HC179	HC382	iron_deficiency_anaemia	asthma	HC	HC	7811.0	43626.0	10707	0.0260888182255	2.57618638838
HC136_HC221	12.1248140384	3.90185687114e-34	0.0467083070009	0.377573665371	0.0214401206039	0.0175543222454	309300	HC136	HC221	connective_tissue_disorder	diabetes	HC	HC	2515.0	20440.0	14447	0.0311405737173	0.818760424426
HC133_HC156	4.89238094051	4.98116911482e-07	0.01649901343	0.376717938868	0.0143638794707	0.028252273593	309460	HC133	HC156	anal_fissure	nasal_polyps	HC	HC	2721.0	4608.0	5106	0.0770009415556	1.96689714994
INI30130_INI30160	19.6542918279	2.65625684762e-86	0.0870836572258	0.376278548059	0.00901976565729	0.00347732984706	347097	INI30130	INI30160	monocyte_count	basophill_count	INI	INI	327479.0	327479.0	30226	0.0191448540275	0.385523302842
HC85_INI3526	5.53894314461	1.52151203114e-08	0.0837759973203	0.375423477099	0.00955481780534	0.00170615598255	314011	HC85	INI3526	enlarged_prostate	mother's_age_at_death	HC	INI	5078.0	205977.0	26307	0.0677789006491	0.178564993839
INI30050_INI30240	29.4513006192	6.05795617955e-191	0.0694848083503	0.374642314694	0.0134502174707	0.00971739242762	345647	INI30050	INI30240	mean_corpuscular_haemoglobin	reticulocyte_percentage	INI	INI	328028.0	322933.0	24017	0.0127207392141	0.722471026867
HC328_HC55	8.01621246412	5.45278996089e-16	0.00313792638223	0.374377506767	0.0638871810051	0.185626596115	312764	HC328	HC55	gout	hyperthyroidism/thyrotoxicosis	HC	HC	6278.0	3647.0	981	0.0467025429332	2.90553743638
HC386_HC85	3.35569205261	0.000395833336796	0.0132884347715	0.37415688578	0.004760297822	0.0300475512985	303578	HC386	HC85	helicobacter_pylori	enlarged_prostate	HC	HC	1564.0	5078.0	4034	0.111499172127	6.31211584276
HC401_HC85	6.00446254739	9.59833591296e-10	0.056078333295	0.372662520219	0.0140519812617	0.0131362793869	318279	HC401	HC85	varicose_veins	enlarged_prostate	HC	HC	10153.0	5078.0	17849	0.0620642592534	0.934834678627
HC25_HC376	6.28272083539	1.66349088374e-10	0.145081882374	0.372337398931	0.00404233869414	0.00424181140865	327408	HC25	HC376	cataract	osteoarthritis	HC	HC	19448.0	29946.0	47501	0.0592637184886	1.04934586872
HC215_HC328	7.41339724154	6.15522176898e-14	0.241376061704	0.37233244415	0.00574939197425	0.00599744342277	319066	HC215	HC328	hypertension	gout	HC	HC	107407.0	6278.0	77015	0.0502242672312	1.04314394455
HC219_HC78	7.0717025231	7.65221167085e-13	0.02059599758	0.372257177669	0.0489799476421	0.011701763621	325377	HC219	HC78	hypothyroidism/myxoedema	arthritis_(nos)	HC	HC	19920.0	15332.0	6701	0.0526403898429	0.238909271739
HC118_HC243	5.74111552598	4.70274479566e-09	0.0270699393499	0.371021959013	0.00273264345477	0.0178688242279	321354	HC118	HC243	constipation	inguinal_hernia	HC	HC	8691.0	14042.0	8699	0.0646254124889	6.53902513212
HC274_HC310	7.10911485431	5.83947644716e-13	0.0881864253167	0.369402488358	0.00654743060314	0.0058111462915	312530	HC274	HC310	umbilical_hernia	hiatus_hernia	HC	HC	3311.0	41260.0	27561	0.0519618118329	0.887546068638
HC200_HC22	3.65469328045	0.000128744811359	0.0998850836926	0.368123488704	0.00274863564979	0.00732309229056	305520	HC200	HC22	fracture_tibia	osteoporosis	HC	HC	1811.0	9135.0	30517	0.100726233491	2.66426446558
HC144_HC295	4.04261931831	2.64286997565e-05	0.124605650015	0.36452185586	0.00506218470734	0.00711590365715	309067	HC144	HC295	chickenpox	carpal_tunnel_syndrome	HC	HC	2458.0	8152.0	38511	0.0901697209551	1.40569814587
HC155_HC295	3.70946080532	0.000103850553202	0.146822657809	0.364468963545	0.000949071619618	0.00626124939356	305849	HC155	HC295	joint_disorder	carpal_tunnel_syndrome	HC	HC	1861.0	8152.0	44906	0.0982538925935	6.59723593471
FH1065_HC78	6.10393644097	5.17437264476e-10	0.228603241795	0.364370950705	0.00364922218593	0.00363375876061	326357	FH1065	HC78	high_blood_pressure	arthritis_(nos)	FH	HC	199068.0	15332.0	74606	0.0596944208428	0.995762542117
HC219_HC303	12.7638688068	1.30456722439e-37	0.00653197663846	0.3642539724	0.083947827177	0.410536535353	306956	HC219	HC303	hypothyroidism/myxoedema	malabsorption/coeliac_disease	HC	HC	19920.0	2094.0	2005	0.0285378969271	4.89037714445
HC164_HC95	4.10287507638	2.04023798326e-05	0.159847331216	0.363963580179	0.00374106768861	0.0070923196255	313978	HC164	HC95	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	inflammatory_bowel_disease	HC	HC	30231.0	3783.0	50189	0.088709398508	1.89580093594
HC25_HC442	4.83605750056	6.6219812587e-07	0.105686178334	0.363100184195	0.00505744423506	0.00776062061101	320291	HC25	HC442	cataract	chronic_obstructive_airways_disease/copd	HC	HC	19448.0	7287.0	33850	0.0750818583429	1.53449454909
HC136_HC28	3.3149555163	0.000458288545913	0.00570516945847	0.362170995467	0.0708960610969	0.0333029253016	304586	HC136	HC28	connective_tissue_disorder	bronchiectasis	HC	HC	2515.0	1939.0	1738	0.109253651727	0.469742955904
HC221_HC225	7.24255710652	2.20151471145e-13	0.0815909572789	0.361388635797	0.012836771475	0.00739614236579	324463	HC221	HC225	diabetes	cholecystitis	HC	HC	20440.0	12963.0	26473	0.049897933904	0.576168422114
HC206_HC401	6.43409372301	6.21061009319e-11	0.103251084284	0.361340587715	0.00473329727881	0.0105360438698	299110	HC206	HC401	parkinsons_disease	varicose_veins	HC	HC	1082.0	10153.0	30883	0.056160292851	2.22594171655
HC261_HC382	14.4423048996	1.40154545049e-47	0.027509267279	0.360793301275	0.0161597322122	0.0233390103901	324369	HC261	HC382	eczema/dermatitis	asthma	HC	HC	11643.0	43626.0	8923	0.024981698128	1.44426962549
HC125_HC96	5.27913227238	6.48985424837e-08	0.00467165980696	0.359162902217	0.0289245954341	0.0871027513383	302251	HC125	HC96	anaemia	polymyalgia_rheumatica	HC	HC	15944.0	1421.0	1412	0.0680344578779	3.01137319403
HC146_HC25	4.44743015982	4.34518501931e-06	0.0712882444136	0.359140428327	0.00304595693612	0.00698192505527	315648	HC146	HC25	pleural_effusion	cataract	HC	HC	4391.0	19448.0	22502	0.0807523480799	2.29219427644
INI30030_INI30300	30.6914736654	3.69822933643e-207	0.116674129501	0.358620537238	0.00482372050334	0.00726219369359	345580	INI30030	INI30300	haematocrit_percentage	high_light_scatter_reticulocyte_count	INI	INI	328032.0	322755.0	40320	0.0116846959239	1.50551709797
HC221_HC326	7.69082942188	7.30921122834e-15	0.100255531743	0.358560354647	0.0114813800564	0.00762685068367	324165	HC221	HC326	diabetes	heart_attack/myocardial_infarction	HC	HC	20440.0	12138.0	32499	0.0466218056569	0.664279959918
HC125_HC430	7.74959961713	4.60913696626e-15	0.00490934678851	0.358022219484	0.0281045172415	0.0908010355114	317903	HC125	HC430	anaemia	rheumatoid_arthritis	HC	HC	15944.0	5587.0	1561	0.0461988021539	3.23083420118
HC179_HC285	3.53052219088	0.000207370111692	0.198835343162	0.357953361452	0.00211196247568	0.00248774572597	321067	HC179	HC285	iron_deficiency_anaemia	other_joint_disorder	HC	HC	7811.0	31606.0	63839	0.10138822024	1.17793083666
FH1286_HC340	3.12770617007	0.000880881050425	0.154124872458	0.357802463575	0.0024660804663	0.0106441773714	302211	FH1286	HC340	severe_depression	menorrhagia_(unknown_cause)	FH	HC	54576.0	1112.0	46578	0.114397722842	4.31623278999
FH1065_FH1220	12.253162829	8.07847360023e-35	0.181217710734	0.357711965947	0.0042440867625	0.00423566188142	337333	FH1065	FH1220	high_blood_pressure	diabetes	FH	FH	199068.0	79177.0	61131	0.0291934393543	0.998014913089
HC435_HC78	4.5359693661	2.86697516381e-06	0.120267705727	0.357171363525	0.00162295620967	0.00617823000494	311613	HC435	HC78	ear/vestibular_disorder	arthritis_(nos)	HC	HC	3088.0	15332.0	37477	0.0787420140432	3.80677554214
FH1113_HC430	7.16363489997	3.92827374576e-13	0.00574729797488	0.356969897898	0.00679251571915	0.085565583466	318006	FH1113	HC430	chronic_bronchitis/emphysema	rheumatoid_arthritis	FH	HC	78578.0	5587.0	1828	0.049830833492	12.597038712
HC156_HC219	14.4004625802	2.56991756243e-47	0.0181982298428	0.356572339348	0.0228208430909	0.0528951127684	316049	HC156	HC219	nasal_polyps	hypothyroidism/myxoedema	HC	HC	4608.0	19920.0	5752	0.0247611725917	2.31784218303
INI30020_INI30290	29.9554096945	1.87052387182e-197	0.0999960217473	0.35479282865	0.00585288781163	0.0079979514266	345640	INI30020	INI30290	haemoglobin_concentration	high_light_scatter_reticulocyte_percentage	INI	INI	328031.0	322755.0	34563	0.0118440319217	1.36649662252
HC142_HC25	4.49529324429	3.47370677947e-06	0.0690315576008	0.354327560858	0.00456982747724	0.00714271309758	315373	HC142	HC25	synovitis	cataract	HC	HC	4303.0	19448.0	21771	0.0788219013984	1.56301591978
HC156_HC295	5.62046520575	9.52219725281e-09	0.0395995400998	0.353250697524	0.017691843046	0.013761945607	315462	HC156	HC295	nasal_polyps	carpal_tunnel_syndrome	HC	HC	4608.0	8152.0	12492	0.0628507934117	0.777869528416
FH1220_HC225	7.01665271972	1.13623247467e-12	0.086967649963	0.352997205504	0.00664348342339	0.00730339122874	325114	FH1220	HC225	diabetes	cholecystitis	FH	HC	79177.0	12963.0	28274	0.0503084903307	1.09933159508
FH1220_HC215	18.2774232694	6.26015409397e-75	0.245715749345	0.351395147314	0.00332029991182	0.00574068913547	336891	FH1220	HC215	diabetes	hypertension	FH	HC	79177.0	107407.0	82779	0.0192256393111	1.72896704753
HC221_HC382	16.2120191287	2.07358238276e-59	0.05034423412	0.349701043875	0.0155058575921	0.0168281501398	328187	HC221	HC382	diabetes	asthma	HC	HC	20440.0	43626.0	16522	0.021570480586	1.08527696968
HC240_HC78	4.22003117592	1.22134268232e-05	0.129488136512	0.349625997419	0.00162889076352	0.00587495625287	303069	HC240	HC78	fracture_finger	arthritis_(nos)	HC	HC	1498.0	15332.0	39244	0.0828491503603	3.60672206169
FH1065_HC269	15.5577351777	7.05003111862e-55	0.0959852992726	0.349430537144	0.00598150226641	0.010544170105	333167	FH1065	HC269	high_blood_pressure	high_cholesterol	FH	HC	199068.0	43054.0	31979	0.0224602445763	1.7627963069
HC179_HC219	13.8821593075	4.06292903917e-44	0.0187747086775	0.34614072224	0.0106180804213	0.052163671974	320956	HC179	HC219	iron_deficiency_anaemia	hypothyroidism/myxoedema	HC	HC	7811.0	19920.0	6026	0.0249342133722	4.91272149997
